,案號,酒駕前案紀錄
7123,"FYEM,108,豐交簡,783,20191005,1",2
7124,"FYEM,108,豐交簡,793,20191024,1",3
7125,"FYEM,108,豐交簡,801,20191024,1",2
7126,"FYEM,108,豐交簡,804,20191024,1",1
7127,"FYEM,108,豐交簡,807,20191028,1",2
7128,"FYEM,108,豐交簡,808,20191021,1",2
7129,"FYEM,108,豐交簡,809,20191028,1",1
7130,"FYEM,108,豐交簡,817,20191028,1",2
7131,"FYEM,108,豐交簡,824,20191021,1",3
7132,"FYEM,108,豐交簡,836,20191028,1",1
7133,"FYEM,108,豐交簡,837,20191028,1",0
7134,"FYEM,108,豐交簡,840,20191028,1",2
7135,"FYEM,108,豐交簡,841,20191028,1",2
7136,"FYEM,108,豐交簡,856,20191028,1",3
7137,"FYEM,108,豐交簡,861,20191029,1",1
7138,"FYEM,108,豐交簡,868,20191029,1",2
7139,"FYEM,108,豐交簡,871,20191029,1",0
7140,"FYEM,108,豐交簡,875,20191029,1",4
7141,"FYEM,108,豐交簡,879,20191031,1",1
7142,"FYEM,108,豐交簡,880,20191031,1",1
7143,"HLDM,108,玉交簡,71,20191024,1",1
7144,"HLDM,108,玉交簡,73,20191024,1",1
7145,"HLDM,108,花交簡,405,20191024,1",1
7146,"HLDM,108,花交簡,420,20191018,1",1
7147,"HLDM,108,花交簡,436,20191030,1",0
7148,"ILDM,108,交簡,769,20191024,1",1
7149,"ILDM,108,交簡,808,20191030,1",2
7150,"ILDM,108,交簡,820,20191009,1",1
7151,"ILDM,108,交簡,821,20191009,1",1
7152,"ILDM,108,交簡,827,20191030,1",1
7153,"ILDM,108,交簡,852,20191007,1",1
7154,"ILDM,108,交簡,866,20191030,1",3
7155,"ILDM,108,交簡,890,20191008,1",0
7156,"ILDM,108,交簡,904,20191030,1",0
7157,"ILDM,108,交簡,910,20191022,1",0
7158,"ILDM,108,交簡,934,20191022,1",1
7159,"ILDM,108,交簡,938,20191022,1",1
7160,"ILDM,108,交簡,947,20191028,1",1
7161,"ILDM,108,交簡,969,20191030,1",1
7162,"KLDM,108,基交簡,526,20191001,1",1
7163,"KLDM,108,基交簡,532,20191009,1",2
7164,"KLDM,108,基交簡,534,20191002,1",1
7165,"KLDM,108,基交簡,535,20191002,1",2
7166,"KLDM,108,基交簡,536,20191002,1",1
7167,"KLDM,108,基交簡,538,20191008,1",1
7168,"KLDM,108,基交簡,541,20191004,1",0
7169,"KLDM,108,基交簡,542,20191003,1",1
7170,"KLDM,108,基交簡,545,20191004,1",0
7171,"KLDM,108,基交簡,547,20191030,1",2
7172,"KLDM,108,基交簡,549,20191007,1",1
7173,"KLDM,108,基交簡,551,20191007,1",2
7174,"KLDM,108,基交簡,553,20191009,1",0
7175,"KLDM,108,基交簡,555,20191009,1",1
7176,"KLDM,108,基交簡,557,20191008,1",2
7177,"KLDM,108,基交簡,559,20191016,1",1
7178,"KLDM,108,基交簡,561,20191028,1",1
7179,"KLDM,108,基交簡,562,20191016,1",1
7180,"KLDM,108,基交簡,564,20191017,1",0
7181,"KLDM,108,基交簡,568,20191017,1",1
7182,"KLDM,108,基交簡,569,20191022,1",1
7183,"KLDM,108,基交簡,572,20191023,1",0
7184,"KLDM,108,基交簡,577,20191028,1",3
7185,"KLDM,108,基交簡,578,20191024,1",1
7186,"KLDM,108,基交簡,579,20191024,1",1
7187,"KLDM,108,基交簡,580,20191028,1",2
7188,"KLDM,108,基交簡,581,20191029,1",1
7189,"KLDM,108,基交簡,582,20191029,1",0
7190,"KLDM,108,基交簡,584,20191028,1",1
7191,"KLDM,108,基交簡,587,20191029,1",0
7192,"KLDM,108,基交簡,593,20191030,1",1
7193,"KLDM,108,基交簡,594,20191030,1",1
7194,"KSDM,108,交簡,2381,20191008,1",1
7195,"KSDM,108,交簡,2559,20191021,1",0
7196,"KSDM,108,交簡,2578,20191028,1",2
7197,"KSDM,108,交簡,2580,20191001,1",1
7198,"KSDM,108,交簡,2587,20191021,1",2
7199,"KSDM,108,交簡,2588,20191021,1",0
7200,"KSDM,108,交簡,2593,20191021,1",1
7201,"KSDM,108,交簡,2594,20191030,1",1
7202,"KSDM,108,交簡,2596,20191021,1",1
7203,"KSDM,108,交簡,2597,20191030,1",1
7204,"KSDM,108,交簡,2601,20191021,1",1
7205,"KSDM,108,交簡,2606,20191001,1",2
7206,"KSDM,108,交簡,2609,20191021,1",1
7207,"KSDM,108,交簡,2619,20191021,1",1
7208,"KSDM,108,交簡,2628,20191022,1",1
7209,"KSDM,108,交簡,2629,20191007,1",1
7210,"KSDM,108,交簡,2633,20191001,1",3
7211,"KSDM,108,交簡,2643,20191022,1",1
7212,"KSDM,108,交簡,2644,20191028,1",0
7213,"KSDM,108,交簡,2648,20191022,1",1
7214,"KSDM,108,交簡,2651,20191030,1",2
7215,"KSDM,108,交簡,2653,20191001,1",0
7216,"KSDM,108,交簡,2659,20191001,1",0
7217,"KSDM,108,交簡,2664,20191022,1",2
7218,"KSDM,108,交簡,2666,20191022,1",1
7219,"KSDM,108,交簡,2670,20191001,1",1
7220,"KSDM,108,交簡,2671,20191030,1",2
7221,"KSDM,108,交簡,2676,20191008,1",0
7222,"KSDM,108,交簡,2677,20191002,1",0
7223,"KSDM,108,交簡,2678,20191001,1",1
7224,"KSDM,108,交簡,2679,20191030,1",2
7225,"KSDM,108,交簡,2680,20191030,1",1
7226,"KSDM,108,交簡,2683,20191008,1",3
7227,"KSDM,108,交簡,2691,20191030,1",1
7228,"KSDM,108,交簡,2692,20191003,1",2
7229,"KSDM,108,交簡,2695,20191003,1",1
7230,"KSDM,108,交簡,2696,20191030,1",1
7231,"KSDM,108,交簡,2697,20191030,1",1
7232,"KSDM,108,交簡,2698,20191030,1",1
7233,"KSDM,108,交簡,2699,20191003,1",2
7234,"KSDM,108,交簡,2700,20191024,1",3
7235,"KSDM,108,交簡,2701,20191004,1",0
7236,"KSDM,108,交簡,2702,20191001,1",2
7237,"KSDM,108,交簡,2703,20191008,1",3
7238,"KSDM,108,交簡,2704,20191004,1",1
7239,"KSDM,108,交簡,2705,20191031,1",1
7240,"KSDM,108,交簡,2710,20191004,1",2
7241,"KSDM,108,交簡,2715,20191002,1",1
7242,"KSDM,108,交簡,2716,20191008,1",1
7243,"KSDM,108,交簡,2717,20191030,1",4
7244,"KSDM,108,交簡,2718,20191018,1",1
7245,"KSDM,108,交簡,2719,20191003,1",0
7246,"KSDM,108,交簡,2720,20191008,1",1
7247,"KSDM,108,交簡,2724,20191002,1",1
7248,"KSDM,108,交簡,2728,20191005,1",0
7249,"KSDM,108,交簡,2729,20191002,1",2
7250,"KSDM,108,交簡,2731,20191008,1",1
7251,"KSDM,108,交簡,2732,20191005,1",2
7252,"KSDM,108,交簡,2733,20191002,1",0
7253,"KSDM,108,交簡,2735,20191001,1",0
7254,"KSDM,108,交簡,2738,20191016,1",0
7255,"KSDM,108,交簡,2740,20191030,1",0
7256,"KSDM,108,交簡,2741,20191008,1",1
7257,"KSDM,108,交簡,2744,20191005,1",1
7258,"KSDM,108,交簡,2747,20191005,1",2
7259,"KSDM,108,交簡,2748,20191008,1",2
7260,"KSDM,108,交簡,2749,20191030,1",1
7261,"KSDM,108,交簡,2752,20191024,1",1
7262,"KSDM,108,交簡,2753,20191030,1",0
7263,"KSDM,108,交簡,2754,20191030,1",0
7264,"KSDM,108,交簡,2756,20191018,1",1
7265,"KSDM,108,交簡,2757,20191016,1",0
7266,"KSDM,108,交簡,2759,20191007,1",1
7267,"KSDM,108,交簡,2760,20191002,1",1
7268,"KSDM,108,交簡,2761,20191030,1",0
7269,"KSDM,108,交簡,2762,20191030,1",2
7270,"KSDM,108,交簡,2763,20191008,1",1
7271,"KSDM,108,交簡,2765,20191031,1",1
7272,"KSDM,108,交簡,2767,20191031,1",0
7273,"KSDM,108,交簡,2769,20191008,1",2
7274,"KSDM,108,交簡,2770,20191008,1",1
7275,"KSDM,108,交簡,2772,20191018,1",0
7276,"KSDM,108,交簡,2776,20191008,1",2
7277,"KSDM,108,交簡,2777,20191031,1",1
7278,"KSDM,108,交簡,2778,20191016,1",2
7279,"KSDM,108,交簡,2779,20191008,1",3
7280,"KSDM,108,交簡,2781,20191030,1",1
7281,"KSDM,108,交簡,2787,20191016,1",3
7282,"KSDM,108,交簡,2790,20191003,1",1
7283,"KSDM,108,交簡,2791,20191018,1",1
7284,"KSDM,108,交簡,2792,20191008,1",2
7285,"KSDM,108,交簡,2793,20191024,1",0
7286,"KSDM,108,交簡,2794,20191002,1",1
7287,"KSDM,108,交簡,2795,20191025,1",1
7288,"KSDM,108,交簡,2797,20191031,1",1
7289,"KSDM,108,交簡,2800,20191031,1",1
7290,"KSDM,108,交簡,2806,20191031,1",1
7291,"KSDM,108,交簡,2807,20191024,1",1
7292,"KSDM,108,交簡,2808,20191003,1",0
7293,"KSDM,108,交簡,2809,20191031,1",0
7294,"KSDM,108,交簡,2810,20191002,1",2
7295,"KSDM,108,交簡,2814,20191003,1",1
7296,"KSDM,108,交簡,2817,20191024,1",3
7297,"KSDM,108,交簡,2818,20191008,1",1
7298,"KSDM,108,交簡,2823,20191022,1",1
7299,"KSDM,108,交簡,2824,20191014,1",0
7300,"KSDM,108,交簡,2825,20191003,1",3
7301,"KSDM,108,交簡,2827,20191018,1",1
7302,"KSDM,108,交簡,2828,20191018,1",0
7303,"KSDM,108,交簡,2829,20191003,1",0
7304,"KSDM,108,交簡,2834,20191024,1",4
7305,"KSDM,108,交簡,2838,20191022,1",4
7306,"KSDM,108,交簡,2839,20191018,1",1
7307,"KSDM,108,交簡,2840,20191031,1",1
7308,"KSDM,108,交簡,2841,20191018,1",2
7309,"KSDM,108,交簡,2843,20191004,1",1
7310,"KSDM,108,交簡,2844,20191021,1",1
7311,"KSDM,108,交簡,2845,20191004,1",4
7312,"KSDM,108,交簡,2846,20191004,1",2
7313,"KSDM,108,交簡,2847,20191024,1",3
7314,"KSDM,108,交簡,2849,20191031,1",2
7315,"KSDM,108,交簡,2851,20191031,1",2
7316,"KSDM,108,交簡,2852,20191022,1",5
7317,"KSDM,108,交簡,2853,20191025,1",1
7318,"KSDM,108,交簡,2854,20191004,1",2
7319,"KSDM,108,交簡,2856,20191024,1",3
7320,"KSDM,108,交簡,2857,20191031,1",2
7321,"KSDM,108,交簡,2858,20191004,1",2
7322,"KSDM,108,交簡,2860,20191018,1",1
7323,"KSDM,108,交簡,2861,20191031,1",1
7324,"KSDM,108,交簡,2862,20191004,1",0
7325,"KSDM,108,交簡,2865,20191004,1",1
7326,"KSDM,108,交簡,2870,20191024,1",2
7327,"KSDM,108,交簡,2872,20191024,1",5
7328,"KSDM,108,交簡,2873,20191024,1",2
7329,"KSDM,108,交簡,2874,20191031,1",1
7330,"KSDM,108,交簡,2877,20191004,1",1
7331,"KSDM,108,交簡,2881,20191030,1",2
7332,"KSDM,108,交簡,2882,20191018,1",3
7333,"KSDM,108,交簡,2884,20191004,1",1
7334,"KSDM,108,交簡,2886,20191024,1",1
7335,"KSDM,108,交簡,2887,20191021,1",0
7336,"KSDM,108,交簡,2888,20191031,1",2
7337,"KSDM,108,交簡,2890,20191004,1",5
7338,"KSDM,108,交簡,2891,20191021,1",1
7339,"KSDM,108,交簡,2897,20191008,1",1
7340,"KSDM,108,交簡,2898,20191024,1",1
7341,"KSDM,108,交簡,2899,20191024,1",1
7342,"KSDM,108,交簡,2901,20191024,1",2
7343,"KSDM,108,交簡,2908,20191021,1",3
7344,"KSDM,108,交簡,2909,20191004,1",1
7345,"KSDM,108,交簡,2910,20191005,1",2
7346,"KSDM,108,交簡,2911,20191021,1",1
7347,"KSDM,108,交簡,2913,20191023,1",1
7348,"KSDM,108,交簡,2915,20191025,1",1
7349,"KSDM,108,交簡,2916,20191025,1",0
7350,"KSDM,108,交簡,2918,20191005,1",2
7351,"KSDM,108,交簡,2921,20191005,1",1
7352,"KSDM,108,交簡,2923,20191025,1",1
7353,"KSDM,108,交簡,2925,20191021,1",2
7354,"KSDM,108,交簡,2927,20191021,1",0
7355,"KSDM,108,交簡,2929,20191021,1",1
7356,"KSDM,108,交簡,2931,20191015,1",2
7357,"KSDM,108,交簡,2934,20191004,1",1
7358,"KSDM,108,交簡,2936,20191004,1",1
7359,"KSDM,108,交簡,2944,20191009,1",2
7360,"KSDM,108,交簡,2946,20191023,1",3
7361,"KSDM,108,交簡,2948,20191018,1",1
7362,"KSDM,108,交簡,2949,20191009,1",3
7363,"KSDM,108,交簡,2950,20191023,1",2
7364,"KSDM,108,交簡,2957,20191024,1",1
7365,"KSDM,108,交簡,2958,20191025,1",1
7366,"KSDM,108,交簡,2961,20191023,1",1
7367,"KSDM,108,交簡,2968,20191030,1",1
7368,"KSDM,108,交簡,2970,20191009,1",1
7369,"KSDM,108,交簡,2974,20191008,1",2
7370,"KSDM,108,交簡,2976,20191028,1",1
7371,"KSDM,108,交簡,2978,20191009,1",1
7372,"KSDM,108,交簡,2982,20191009,1",1
7373,"KSDM,108,交簡,2985,20191023,1",0
7374,"KSDM,108,交簡,2990,20191017,1",1
7375,"KSDM,108,交簡,2991,20191024,1",2
7376,"KSDM,108,交簡,2997,20191030,1",2
7377,"KSDM,108,交簡,2998,20191021,1",0
7378,"KSDM,108,交簡,3002,20191021,1",0
7379,"KSDM,108,交簡,3004,20191016,1",2
7380,"KSDM,108,交簡,3009,20191028,1",1
7381,"KSDM,108,交簡,3014,20191018,1",2
7382,"KSDM,108,交簡,3015,20191023,1",0
7383,"KSDM,108,交簡,3017,20191017,1",2
7384,"KSDM,108,交簡,3018,20191030,1",0
7385,"KSDM,108,交簡,3020,20191017,1",0
7386,"KSDM,108,交簡,3027,20191030,1",0
7387,"KSDM,108,交簡,3030,20191030,1",2
7388,"KSDM,108,交簡,3051,20191030,1",0
7389,"KSDM,108,交簡,3059,20191030,1",0
7390,"KSDM,108,交簡,3061,20191030,1",2
7391,"KSDM,108,交簡,3062,20191018,1",1
7392,"KSDM,108,交簡,3065,20191018,1",0
7393,"KSDM,108,交簡,3067,20191023,1",1
7394,"KSDM,108,交簡,3072,20191017,1",2
7395,"KSDM,108,交簡,3077,20191030,1",1
7396,"KSDM,108,交簡,3080,20191023,1",1
7397,"KSDM,108,交簡,3085,20191023,1",1
7398,"KSDM,108,交簡,3086,20191018,1",2
7399,"KSDM,108,交簡,3089,20191018,1",2
7400,"KSDM,108,交簡,3093,20191021,1",1
7401,"KSDM,108,交簡,3123,20191025,1",1
7402,"KSDM,108,交簡,3130,20191023,1",2
7403,"KSDM,108,交簡,3131,20191025,1",1
7404,"KSDM,108,交簡,3139,20191024,1",1
7405,"KSDM,108,交簡,3160,20191031,1",1
7406,"KSDM,108,交簡,3169,20191031,1",2
7407,"KSDM,108,交簡,3172,20191030,1",3
7408,"MLDM,108,苗交簡,1009,20191009,1",1
7409,"MLDM,108,苗交簡,1010,20191009,1",1
7410,"MLDM,108,苗交簡,1042,20191022,1",2
7411,"MLDM,108,苗交簡,1048,20191022,1",1
7412,"MLDM,108,苗交簡,1070,20191029,1",1
7413,"MLDM,108,苗交簡,1071,20191031,1",2
7414,"MLDM,108,苗交簡,1085,20191031,1",1
7415,"MLDM,108,苗交簡,810,20191008,1",0
7416,"MLDM,108,苗交簡,843,20191009,1",1
7417,"MLDM,108,苗交簡,844,20191008,1",1
7418,"MLDM,108,苗交簡,850,20191008,1",1
7419,"MLDM,108,苗交簡,858,20191024,1",2
7420,"MLDM,108,苗交簡,875,20191024,1",1
7421,"MLDM,108,苗交簡,878,20191008,1",1
7422,"MLDM,108,苗交簡,881,20191008,1",0
7423,"MLDM,108,苗交簡,883,20191024,1",0
7424,"MLDM,108,苗交簡,886,20191024,1",2
7425,"MLDM,108,苗交簡,895,20191008,1",1
7426,"MLDM,108,苗交簡,896,20191008,1",1
7427,"MLDM,108,苗交簡,905,20191024,1",0
7428,"MLDM,108,苗交簡,924,20191008,1",1
7429,"MLDM,108,苗交簡,931,20191024,1",0
7430,"MLDM,108,苗交簡,939,20191008,1",0
7431,"MLDM,108,苗交簡,946,20191024,1",1
7432,"MLDM,108,苗交簡,948,20191008,1",1
7433,"MLDM,108,苗交簡,964,20191009,1",1
7434,"MLDM,108,苗交簡,967,20191008,1",1
7435,"MLDM,108,苗交簡,972,20191004,1",4
7436,"MLDM,108,苗交簡,980,20191014,1",1
7437,"MLDM,108,苗交簡,986,20191031,1",0
7438,"MLDM,108,苗交簡,995,20191031,1",0
7439,"NHEM,108,湖交簡,517,20191023,1",0
7440,"NHEM,108,湖交簡,518,20191023,1",0
7441,"NHEM,108,湖交簡,522,20191023,1",0
7442,"NTDM,108,埔交簡,103,20191009,1",0
7443,"NTDM,108,埔交簡,158,20191003,1",0
7444,"NTDM,108,埔交簡,164,20191003,1",0
7445,"NTDM,108,埔交簡,170,20191003,1",0
7446,"NTDM,108,埔交簡,172,20191022,1",0
7447,"NTDM,108,埔交簡,193,20191028,1",1
7448,"NTDM,108,埔交簡,194,20191009,1",0
7449,"NTDM,108,埔交簡,197,20191014,1",0
7450,"NTDM,108,埔交簡,199,20191025,1",0
7451,"NTDM,108,埔交簡,202,20191024,1",0
7452,"NTDM,108,投交簡,237,20191028,1",3
7453,"NTDM,108,投交簡,357,20191009,1",1
7454,"NTDM,108,投交簡,397,20191022,1",0
7455,"NTDM,108,投交簡,401,20191003,1",1
7456,"NTDM,108,投交簡,407,20191003,1",0
7457,"NTDM,108,投交簡,434,20191005,1",0
7458,"NTDM,108,投交簡,454,20191005,1",0
7459,"NTDM,108,投交簡,457,20191005,1",0
7460,"NTDM,108,投交簡,458,20191015,1",1
7461,"NTDM,108,投交簡,467,20191008,1",2
7462,"NTDM,108,投交簡,478,20191021,1",0
7463,"NTDM,108,投交簡,485,20191025,1",0
7464,"NTDM,108,投交簡,487,20191031,1",0
7465,"NTDM,108,投交簡,503,20191028,1",0
7466,"NTDM,108,投交簡,511,20191029,1",1
7467,"NTDM,108,投交簡,513,20191031,1",0
7468,"NTDM,108,投交簡,520,20191031,1",0
7469,"PCDM,108,交簡,2732,20191014,1",1
7470,"PCDM,108,交簡,2742,20191014,1",1
7471,"PCDM,108,交簡,2744,20191014,1",1
7472,"PCDM,108,交簡,2750,20191001,1",1
7473,"PCDM,108,交簡,2756,20191001,1",2
7474,"PCDM,108,交簡,2758,20191001,1",2
7475,"PCDM,108,交簡,2760,20191002,1",3
7476,"PCDM,108,交簡,2763,20191002,1",1
7477,"PCDM,108,交簡,2770,20191002,1",1
7478,"PCDM,108,交簡,2775,20191018,1",0
7479,"PCDM,108,交簡,2811,20191018,1",1
7480,"PCDM,108,交簡,2815,20191018,1",2
7481,"PCDM,108,交簡,2817,20191004,1",1
7482,"PCDM,108,交簡,2828,20191004,1",1
7483,"PCDM,108,交簡,2833,20191005,1",1
7484,"PCDM,108,交簡,2845,20191018,1",2
7485,"PCDM,108,交簡,2849,20191015,1",1
7486,"PCDM,108,交簡,2880,20191014,1",1
7487,"PCDM,108,交簡,2909,20191025,1",1
7488,"PCDM,108,交簡,3031,20191024,1",1
7489,"PCDM,108,交簡,3093,20191030,1",1
7490,"PCDM,108,審交簡,309,20191030,1",1
7491,"PCDM,108,審交簡,348,20191030,1",1
7492,"PCDM,108,審交簡,376,20191031,1",1
7493,"PTDM,108,交簡,1266,20191022,1",0
7494,"PTDM,108,交簡,1862,20191003,1",1
7495,"PTDM,108,交簡,1868,20191014,1",0
7496,"PTDM,108,交簡,1872,20191024,1",1
7497,"PTDM,108,交簡,1878,20191002,1",0
7498,"PTDM,108,交簡,1893,20191002,1",0
7499,"PTDM,108,交簡,1899,20191003,1",0
7500,"PTDM,108,交簡,1925,20191029,1",0
7501,"PTDM,108,交簡,1930,20191002,1",0
7502,"PTDM,108,交簡,1938,20191029,1",1
7503,"PTDM,108,交簡,1941,20191008,1",1
7504,"PTDM,108,交簡,1959,20191007,1",0
7505,"PTDM,108,交簡,1964,20191014,1",1
7506,"PTDM,108,交簡,1979,20191029,1",0
7507,"PTDM,108,交簡,1984,20191005,1",2
7508,"PTDM,108,交簡,1988,20191029,1",0
7509,"PTDM,108,交簡,1991,20191005,1",2
7510,"PTDM,108,交簡,1996,20191005,1",1
7511,"PTDM,108,交簡,1997,20191005,1",1
7512,"PTDM,108,交簡,1998,20191030,1",0
7513,"PTDM,108,交簡,2000,20191030,1",1
7514,"PTDM,108,交簡,2006,20191024,1",0
7515,"PTDM,108,交簡,2007,20191005,1",0
7516,"PTDM,108,交簡,2010,20191030,1",1
7517,"PTDM,108,交簡,2011,20191030,1",1
7518,"PTDM,108,交簡,2017,20191018,1",1
7519,"PTDM,108,交簡,2019,20191031,1",0
7520,"PTDM,108,交簡,2021,20191024,1",1
7521,"PTDM,108,交簡,2022,20191024,1",1
7522,"PTDM,108,交簡,2024,20191031,1",0
7523,"PTDM,108,交簡,2026,20191031,1",0
7524,"PTDM,108,交簡,2041,20191018,1",0
7525,"PTDM,108,交簡,2048,20191018,1",1
7526,"PTDM,108,交簡,2050,20191018,1",1
7527,"PTDM,108,交簡,2054,20191018,1",0
7528,"PTDM,108,交簡,2063,20191024,1",1
7529,"PTDM,108,交簡,2065,20191002,1",1
7530,"PTDM,108,交簡,2067,20191031,1",1
7531,"PTDM,108,交簡,2069,20191002,1",1
7532,"PTDM,108,交簡,2078,20191024,1",0
7533,"PTDM,108,交簡,2079,20191004,1",1
7534,"PTDM,108,交簡,2082,20191004,1",1
7535,"PTDM,108,交簡,2086,20191007,1",1
7536,"PTDM,108,交簡,2088,20191007,1",1
7537,"PTDM,108,交簡,2091,20191007,1",1
7538,"PTDM,108,交簡,2100,20191007,1",0
7539,"PTDM,108,交簡,2116,20191024,1",1
7540,"PTDM,108,交簡,2125,20191028,1",1
7541,"PTDM,108,交簡,2126,20191029,1",0
7542,"PTDM,108,交簡,2129,20191024,1",0
7543,"PTDM,108,交簡,2138,20191031,1",0
7544,"PTDM,108,交簡,2150,20191003,1",0
7545,"PTDM,108,交簡,2152,20191002,1",0
7546,"PTDM,108,交簡,2159,20191007,1",0
7547,"PTDM,108,交簡,2176,20191008,1",1
7548,"PTDM,108,交簡,2178,20191009,1",1
7549,"PTDM,108,交簡,2180,20191009,1",1
7550,"PTDM,108,交簡,2190,20191014,1",1
7551,"PTDM,108,交簡,2191,20191015,1",1
7552,"PTDM,108,交簡,2194,20191015,1",1
7553,"PTDM,108,交簡,2197,20191015,1",1
7554,"PTDM,108,交簡,2198,20191017,1",1
7555,"PTDM,108,交簡,2225,20191018,1",1
7556,"PTDM,108,交簡,2229,20191031,1",1
7557,"PTDM,108,交簡,2231,20191018,1",1
7558,"PTDM,108,交簡,2236,20191018,1",0
7559,"PTDM,108,交簡,2240,20191028,1",1
7560,"PTDM,108,交簡,2246,20191025,1",1
7561,"PTDM,108,交簡,2251,20191025,1",1
7562,"PTDM,108,交簡,2260,20191028,1",1
7563,"PTDM,108,交簡,2280,20191029,1",1
7564,"PTDM,108,交簡,2283,20191030,1",1
7565,"PTDM,108,交簡,2285,20191030,1",1
7566,"SCDM,108,竹交簡,566,20191003,1",1
7567,"SCDM,108,竹交簡,591,20191004,1",1
7568,"SCDM,108,竹交簡,594,20191028,1",1
7569,"SCDM,108,竹交簡,678,20191003,1",1
7570,"SCDM,108,竹交簡,708,20191001,1",1
7571,"SCDM,108,竹交簡,714,20191003,1",1
7572,"SCDM,108,竹交簡,728,20191003,1",1
7573,"SCDM,108,竹交簡,737,20191025,1",2
7574,"SCDM,108,竹交簡,761,20191025,1",0
7575,"SCDM,108,竹交簡,781,20191015,1",1
7576,"SDEM,108,沙交簡,647,20191028,1",2
7577,"SDEM,108,沙交簡,829,20191028,1",1
7578,"SDEM,108,沙交簡,842,20191028,1",1
7579,"SDEM,108,沙交簡,847,20191028,1",1
7580,"SDEM,108,沙交簡,850,20191028,1",1
7581,"SDEM,108,沙交簡,865,20191030,1",1
7582,"SDEM,108,沙交簡,894,20191030,1",1
7583,"SDEM,108,沙交簡,900,20191030,1",1
7584,"SDEM,108,沙交簡,917,20191030,1",1
7585,"SDEM,108,沙交簡,921,20191030,1",1
7586,"SDEM,108,沙交簡,945,20191030,1",1
7587,"SDEM,108,沙交簡,954,20191030,1",1
7588,"SLEM,108,士交簡,822,20191007,1",0
7589,"SLEM,108,士交簡,828,20191007,1",0
7590,"SLEM,108,士交簡,831,20191007,1",0
7591,"SLEM,108,士交簡,840,20191007,1",0
7592,"SLEM,108,士交簡,842,20191029,1",0
7593,"SLEM,108,士交簡,844,20191029,1",2
7594,"SLEM,108,士交簡,848,20191029,1",0
7595,"SLEM,108,士交簡,857,20191029,1",0
7596,"SLEM,108,士交簡,861,20191029,1",1
7597,"SLEM,108,士交簡,863,20191029,1",2
7598,"SLEM,108,士交簡,866,20191029,1",0
7599,"SLEM,108,士交簡,874,20191029,1",0
7600,"SLEM,108,士交簡,880,20191031,1",0
7601,"SLEM,108,士交簡,889,20191031,1",1
7602,"SLEM,108,士交簡,896,20191031,1",1
7603,"SLEM,108,士交簡,901,20191031,1",5
7604,"SLEM,108,士交簡,904,20191031,1",0
7605,"SLEM,108,士交簡,905,20191031,1",1
7606,"TCDM,108,中交簡,2131,20191008,1",1
7607,"TCDM,108,中交簡,2240,20191007,1",0
7608,"TCDM,108,中交簡,2268,20191007,1",0
7609,"TCDM,108,中交簡,2300,20191007,1",0
7610,"TCDM,108,中交簡,2351,20191009,1",0
7611,"TCDM,108,中交簡,2364,20191002,1",1
7612,"TCDM,108,中交簡,2402,20191017,1",1
7613,"TCDM,108,中交簡,2421,20191009,1",1
7614,"TCDM,108,中交簡,2442,20191002,1",1
7615,"TCDM,108,中交簡,2445,20191022,1",2
7616,"TCDM,108,中交簡,2450,20191009,1",2
7617,"TCDM,108,中交簡,2465,20191009,1",2
7618,"TCDM,108,中交簡,2483,20191024,1",1
7619,"TCDM,108,中交簡,2484,20191004,1",2
7620,"TCDM,108,中交簡,2489,20191008,1",3
7621,"TCDM,108,中交簡,2493,20191007,1",1
7622,"TCDM,108,中交簡,2495,20191022,1",1
7623,"TCDM,108,中交簡,2527,20191024,1",3
7624,"TCDM,108,中交簡,2528,20191004,1",0
7625,"TCDM,108,中交簡,2543,20191003,1",1
7626,"TCDM,108,中交簡,2555,20191007,1",0
7627,"TCDM,108,中交簡,2562,20191003,1",3
7628,"TCDM,108,中交簡,2567,20191031,1",0
7629,"TCDM,108,中交簡,2574,20191018,1",1
7630,"TCDM,108,中交簡,2576,20191009,1",2
7631,"TCDM,108,中交簡,2579,20191018,1",2
7632,"TCDM,108,中交簡,2584,20191018,1",0
7633,"TCDM,108,中交簡,2585,20191018,1",1
7634,"TCDM,108,中交簡,2589,20191007,1",2
7635,"TCDM,108,中交簡,2594,20191018,1",1
7636,"TCDM,108,中交簡,2595,20191009,1",1
7637,"TCDM,108,中交簡,2598,20191018,1",1
7638,"TCDM,108,中交簡,2599,20191009,1",1
7639,"TCDM,108,中交簡,2600,20191018,1",1
7640,"TCDM,108,中交簡,2602,20191007,1",0
7641,"TCDM,108,中交簡,2609,20191014,1",2
7642,"TCDM,108,中交簡,2611,20191007,1",2
7643,"TCDM,108,中交簡,2617,20191018,1",0
7644,"TCDM,108,中交簡,2619,20191008,1",1
7645,"TCDM,108,中交簡,2628,20191018,1",0
7646,"TCDM,108,中交簡,2631,20191008,1",3
7647,"TCDM,108,中交簡,2645,20191025,1",0
7648,"TCDM,108,中交簡,2646,20191031,1",3
7649,"TCDM,108,中交簡,2647,20191030,1",0
7650,"TCDM,108,中交簡,2654,20191028,1",1
7651,"TCDM,108,中交簡,2656,20191015,1",2
7652,"TCDM,108,中交簡,2658,20191031,1",1
7653,"TCDM,108,中交簡,2660,20191030,1",0
7654,"TCDM,108,中交簡,2665,20191029,1",1
