,案號,酒駕前案紀錄
1784,"TCDM,108,中交簡,553,20190312,1",2
1785,"TCDM,108,中交簡,562,20190305,1",1
1786,"TCDM,108,中交簡,574,20190307,1",2
1787,"TCDM,108,中交簡,580,20190326,1",0
1788,"TCDM,108,中交簡,584,20190329,1",3
1789,"TCDM,108,中交簡,591,20190315,1",0
1790,"TCDM,108,中交簡,596,20190331,1",1
1791,"TCDM,108,中交簡,598,20190329,1",1
1792,"TCDM,108,中交簡,604,20190312,1",1
1793,"TCDM,108,中交簡,605,20190315,1",1
1794,"TCDM,108,中交簡,611,20190314,1",1
1795,"TCDM,108,中交簡,618,20190325,1",1
1796,"TCDM,108,中交簡,620,20190320,1",3
1797,"TCDM,108,中交簡,621,20190325,1",0
1798,"TCDM,108,中交簡,622,20190328,1",1
1799,"TCDM,108,中交簡,623,20190328,1",0
1800,"TCDM,108,中交簡,624,20190325,1",1
1801,"TCDM,108,中交簡,630,20190325,1",2
1802,"TCDM,108,中交簡,631,20190321,1",0
1803,"TCDM,108,中交簡,632,20190315,1",1
1804,"TCDM,108,中交簡,633,20190326,1",1
1805,"TCDM,108,中交簡,634,20190322,1",1
1806,"TCDM,108,中交簡,640,20190329,1",3
1807,"TCDM,108,中交簡,655,20190325,1",1
1808,"TCDM,108,中交簡,660,20190320,1",0
1809,"TCDM,108,中交簡,663,20190327,1",1
1810,"TCDM,108,中交簡,676,20190327,1",1
1811,"TCDM,108,中交簡,690,20190329,1",0
1812,"TCDM,108,中交簡,695,20190329,1",1
1813,"TCDM,108,中交簡,701,20190326,1",2
1814,"TCDM,108,中交簡,710,20190329,1",0
1815,"TCDM,108,中交簡,713,20190329,1",1
1816,"TCDM,108,中交簡,718,20190330,1",0
1817,"TCDM,108,中交簡,722,20190329,1",2
1818,"TCDM,108,中交簡,723,20190329,1",1
1819,"TCDM,108,中交簡,738,20190329,1",2
1820,"TCDM,108,中交簡,751,20190329,1",2
1821,"TCDM,108,中交簡,754,20190328,1",4
1822,"TCDM,108,中交簡,755,20190329,1",0
1823,"TCDM,108,中交簡,767,20190329,1",1
1824,"TCDM,108,中交簡,778,20190329,1",1
1825,"TCDM,108,中交簡,790,20190329,1",1
1826,"TCDM,108,中交簡,792,20190329,1",1
1827,"TCDM,108,中交簡,793,20190329,1",1
1828,"TCDM,108,中交簡,796,20190331,1",1
1829,"TCDM,108,中交簡,98,20190318,1",1
1830,"TCDM,108,交簡,119,20190322,1",4
1831,"TCDM,108,交簡,120,20190327,1",2
1832,"TCDM,108,交簡,132,20190330,1",0
1833,"TNDM,108,交簡,102,20190313,1",2
1834,"TNDM,108,交簡,208,20190304,1",2
1835,"TNDM,108,交簡,317,20190326,1",2
1836,"TNDM,108,交簡,341,20190312,1",0
1837,"TNDM,108,交簡,344,20190305,1",1
1838,"TNDM,108,交簡,357,20190305,1",1
1839,"TNDM,108,交簡,361,20190307,1",1
1840,"TNDM,108,交簡,398,20190305,1",1
1841,"TNDM,108,交簡,400,20190318,1",2
1842,"TNDM,108,交簡,425,20190328,1",2
1843,"TNDM,108,交簡,434,20190326,1",0
1844,"TNDM,108,交簡,435,20190328,1",1
1845,"TNDM,108,交簡,437,20190315,1",0
1846,"TNDM,108,交簡,450,20190315,1",1
1847,"TNDM,108,交簡,454,20190318,1",1
1848,"TNDM,108,交簡,456,20190329,1",1
1849,"TNDM,108,交簡,473,20190306,1",1
1850,"TNDM,108,交簡,475,20190329,1",4
1851,"TNDM,108,交簡,490,20190307,1",1
1852,"TNDM,108,交簡,504,20190308,1",1
1853,"TNDM,108,交簡,509,20190311,1",2
1854,"TNDM,108,交簡,511,20190308,1",0
1855,"TNDM,108,交簡,513,20190308,1",1
1856,"TNDM,108,交簡,518,20190308,1",1
1857,"TNDM,108,交簡,540,20190319,1",1
1858,"TNDM,108,交簡,546,20190325,1",2
1859,"TNDM,108,交簡,548,20190325,1",1
1860,"TNDM,108,交簡,550,20190315,1",1
1861,"TNDM,108,交簡,556,20190318,1",0
1862,"TNDM,108,交簡,566,20190318,1",2
1863,"TNDM,108,交簡,590,20190329,1",0
1864,"TNDM,108,交簡,592,20190322,1",1
1865,"TNDM,108,交簡,593,20190322,1",1
1866,"TNDM,108,交簡,595,20190329,1",1
1867,"TNDM,108,交簡,599,20190328,1",2
1868,"TNDM,108,交簡,601,20190327,1",0
1869,"TNDM,108,交簡,605,20190327,1",2
1870,"TNDM,108,交簡,609,20190328,1",1
1871,"TNDM,108,交簡,612,20190327,1",1
1872,"TNDM,108,交簡,616,20190327,1",1
1873,"TNDM,108,交簡,641,20190326,1",1
1874,"TNDM,108,交簡,645,20190329,1",1
1875,"TNDM,108,交簡,654,20190329,1",2
1876,"TNDM,108,交簡,663,20190327,1",1
1877,"TNDM,108,交簡,666,20190328,1",2
1878,"TNDM,108,交簡,689,20190329,1",2
1879,"TNDM,108,交簡,7,20190308,1",1
1880,"TPDM,108,交簡,107,20190329,1",1
1881,"TPDM,108,交簡,170,20190306,1",0
1882,"TPDM,108,交簡,211,20190315,1",1
1883,"TPDM,108,交簡,212,20190305,1",0
1884,"TPDM,108,交簡,235,20190305,1",0
1885,"TPDM,108,交簡,247,20190312,1",1
1886,"TPDM,108,交簡,256,20190305,1",0
1887,"TPDM,108,交簡,276,20190312,1",0
1888,"TPDM,108,交簡,310,20190306,1",0
1889,"TPDM,108,交簡,323,20190305,1",0
1890,"TPDM,108,交簡,330,20190312,1",0
1891,"TPDM,108,交簡,334,20190306,1",2
1892,"TPDM,108,交簡,336,20190305,1",1
1893,"TPDM,108,交簡,354,20190305,1",5
1894,"TPDM,108,交簡,365,20190318,1",0
1895,"TPDM,108,交簡,366,20190329,1",0
1896,"TPDM,108,交簡,370,20190315,1",1
1897,"TPDM,108,交簡,371,20190312,1",1
1898,"TPDM,108,交簡,376,20190329,1",0
1899,"TPDM,108,交簡,382,20190327,1",1
1900,"TPDM,108,交簡,384,20190315,1",1
1901,"TPDM,108,交簡,385,20190307,1",0
1902,"TPDM,108,交簡,395,20190321,1",1
1903,"TPDM,108,交簡,399,20190318,1",0
1904,"TPDM,108,交簡,400,20190329,1",0
1905,"TPDM,108,交簡,403,20190318,1",3
1906,"TPDM,108,交簡,404,20190329,1",1
1907,"TPDM,108,交簡,408,20190329,1",1
1908,"TPDM,108,交簡,413,20190318,1",0
1909,"TPDM,108,交簡,414,20190313,1",1
1910,"TPDM,108,交簡,415,20190315,1",1
1911,"TPDM,108,交簡,422,20190327,1",1
1912,"TPDM,108,交簡,430,20190312,1",0
1913,"TPDM,108,交簡,437,20190314,1",2
1914,"TPDM,108,交簡,441,20190313,1",0
1915,"TPDM,108,交簡,444,20190315,1",2
1916,"TPDM,108,交簡,455,20190327,1",1
1917,"TPDM,108,交簡,457,20190314,1",0
1918,"TPDM,108,交簡,459,20190318,1",0
1919,"TPDM,108,交簡,460,20190319,1",1
1920,"TPDM,108,交簡,462,20190329,1",0
1921,"TPDM,108,交簡,467,20190315,1",0
1922,"TPDM,108,交簡,468,20190320,1",1
1923,"TPDM,108,交簡,470,20190321,1",1
1924,"TPDM,108,交簡,477,20190319,1",2
1925,"TPDM,108,交簡,480,20190321,1",1
1926,"TPDM,108,交簡,496,20190328,1",2
1927,"TPDM,108,交簡,497,20190320,1",1
1928,"TPDM,108,交簡,505,20190320,1",1
1929,"TPDM,108,交簡,506,20190320,1",1
1930,"TPDM,108,交簡,516,20190325,1",0
1931,"TPDM,108,交簡,519,20190329,1",0
1932,"TPDM,108,交簡,520,20190327,1",1
1933,"TPDM,108,交簡,524,20190329,1",1
1934,"TPDM,108,交簡,532,20190325,1",0
1935,"TPDM,108,交簡,538,20190326,1",0
1936,"TPDM,108,交簡,539,20190325,1",1
1937,"TPDM,108,交簡,541,20190327,1",1
1938,"TPDM,108,交簡,542,20190322,1",1
1939,"TPDM,108,交簡,553,20190325,1",0
1940,"TPDM,108,交簡,557,20190327,1",5
1941,"TPDM,108,交簡,558,20190328,1",1
1942,"TPDM,108,交簡,559,20190329,1",0
1943,"TPDM,108,交簡,571,20190328,1",0
1944,"TPDM,108,交簡,577,20190327,1",1
1945,"TPDM,108,交簡,586,20190328,1",1
1946,"TPDM,108,交簡,589,20190328,1",1
1947,"TPDM,108,審交簡,111,20190329,1",1
1948,"TPDM,108,審交簡,71,20190325,1",3
1949,"TPDM,108,審交簡,75,20190327,1",2
1950,"TTDM,108,東交簡,101,20190327,1",0
1951,"TTDM,108,東交簡,105,20190315,1",1
1952,"TTDM,108,東交簡,110,20190327,1",1
1953,"TTDM,108,東交簡,112,20190322,1",0
1954,"TTDM,108,東交簡,71,20190308,1",2
1955,"TTDM,108,東交簡,78,20190308,1",2
1956,"TTDM,108,東交簡,80,20190308,1",4
1957,"TTDM,108,東交簡,94,20190327,1",1
1958,"TYDM,107,壢交簡,2117,20190319,1",1
1959,"TYDM,107,壢交簡,2276,20190315,1",0
1960,"TYDM,107,桃交簡,2377,20190315,1",2
1961,"TYDM,107,桃交簡,2465,20190315,1",4
1962,"TYDM,108,壢交簡,143,20190329,1",5
1963,"TYDM,108,壢交簡,189,20190315,1",4
1964,"TYDM,108,壢交簡,200,20190304,1",1
1965,"TYDM,108,壢交簡,289,20190314,1",0
1966,"TYDM,108,壢交簡,305,20190311,1",1
1967,"TYDM,108,壢交簡,343,20190312,1",0
1968,"TYDM,108,壢交簡,356,20190318,1",1
1969,"TYDM,108,壢交簡,373,20190311,1",2
1970,"TYDM,108,壢交簡,42,20190329,1",2
1971,"TYDM,108,壢交簡,423,20190305,1",0
1972,"TYDM,108,壢交簡,432,20190325,1",0
1973,"TYDM,108,壢交簡,435,20190325,1",1
1974,"TYDM,108,壢交簡,460,20190325,1",2
1975,"TYDM,108,壢交簡,497,20190327,1",1
1976,"TYDM,108,壢交簡,501,20190322,1",2
1977,"TYDM,108,壢交簡,509,20190325,1",1
1978,"TYDM,108,壢交簡,513,20190325,1",0
1979,"TYDM,108,壢交簡,514,20190329,1",0
1980,"TYDM,108,壢交簡,538,20190324,1",1
1981,"TYDM,108,壢交簡,594,20190329,1",4
1982,"TYDM,108,桃交簡,133,20190304,1",2
1983,"TYDM,108,桃交簡,146,20190329,1",1
1984,"TYDM,108,桃交簡,224,20190329,1",4
1985,"TYDM,108,桃交簡,265,20190304,1",2
1986,"TYDM,108,桃交簡,327,20190318,1",0
1987,"TYDM,108,桃交簡,359,20190315,1",1
1988,"TYDM,108,桃交簡,364,20190311,1",1
1989,"TYDM,108,桃交簡,378,20190329,1",2
1990,"TYDM,108,桃交簡,394,20190320,1",1
1991,"TYDM,108,桃交簡,465,20190319,1",0
1992,"TYDM,108,桃交簡,537,20190326,1",1
1993,"TYDM,108,桃交簡,556,20190326,1",2
1994,"TYDM,108,桃交簡,579,20190329,1",1
1995,"TYDM,108,桃交簡,593,20190327,1",4
1996,"TYDM,108,桃交簡,596,20190328,1",2
1997,"ULDM,107,六交簡,326,20190328,1",0
1998,"ULDM,107,六交簡,348,20190328,1",1
1999,"ULDM,107,六交簡,369,20190328,1",1
2000,"ULDM,107,六交簡,374,20190328,1",1
2001,"ULDM,107,虎交簡,399,20190327,1",1
2002,"ULDM,108,交簡,29,20190314,1",0
2003,"ULDM,108,交簡,30,20190313,1",3
2004,"ULDM,108,交簡,32,20190321,1",2
2005,"ULDM,108,交簡,33,20190328,1",0
2006,"ULDM,108,交簡,37,20190326,1",1
2007,"ULDM,108,交簡,39,20190329,1",0
2008,"ULDM,108,六交簡,13,20190329,1",0
2009,"ULDM,108,六交簡,39,20190329,1",1
2010,"ULDM,108,六交簡,53,20190315,1",1
2011,"ULDM,108,六交簡,64,20190315,1",1
2012,"ULDM,108,六交簡,68,20190327,1",1
2013,"ULDM,108,港交簡,21,20190325,1",1
2014,"ULDM,108,港交簡,26,20190307,1",1
2015,"ULDM,108,港交簡,38,20190311,1",1
2016,"ULDM,108,港交簡,42,20190311,1",0
2017,"ULDM,108,港交簡,47,20190320,1",1
2018,"ULDM,108,港交簡,48,20190311,1",1
2019,"ULDM,108,港交簡,49,20190325,1",0
2020,"ULDM,108,港交簡,51,20190307,1",1
2021,"ULDM,108,港交簡,52,20190307,1",3
2022,"ULDM,108,港交簡,56,20190311,1",0
2023,"ULDM,108,港交簡,57,20190313,1",0
2024,"ULDM,108,港交簡,63,20190329,1",1
2025,"ULDM,108,港交簡,65,20190327,1",3
2026,"ULDM,108,港交簡,67,20190326,1",0
2027,"ULDM,108,港交簡,72,20190329,1",1
2028,"ULDM,108,虎交簡,16,20190326,1",1
2029,"ULDM,108,虎交簡,4,20190329,1",0
2030,"ULDM,108,虎交簡,42,20190306,1",0
2031,"ULDM,108,虎交簡,48,20190307,1",2
2032,"CHDM,108,交簡,205,20190415,1",0
2033,"CHDM,108,交簡,282,20190409,1",2
2034,"CHDM,108,交簡,308,20190415,1",1
2035,"CHDM,108,交簡,352,20190430,1",1
2036,"CHDM,108,交簡,374,20190415,1",1
2037,"CHDM,108,交簡,378,20190430,1",2
2038,"CHDM,108,交簡,446,20190402,1",3
2039,"CHDM,108,交簡,502,20190412,1",1
2040,"CHDM,108,交簡,564,20190409,1",2
2041,"CHDM,108,交簡,576,20190430,1",0
2042,"CHDM,108,交簡,589,20190409,1",2
2043,"CHDM,108,交簡,596,20190403,1",1
2044,"CHDM,108,交簡,621,20190415,1",1
2045,"CHDM,108,交簡,632,20190430,1",1
2046,"CHDM,108,交簡,634,20190416,1",1
2047,"CHDM,108,交簡,635,20190411,1",1
2048,"CHDM,108,交簡,647,20190416,1",3
2049,"CHDM,108,交簡,677,20190416,1",3
2050,"CHDM,108,交簡,687,20190416,1",1
2051,"CHDM,108,交簡,691,20190430,1",1
2052,"CHDM,108,交簡,719,20190430,1",1
2053,"CHDM,108,交簡,729,20190430,1",1
2054,"CHDM,108,交簡,743,20190430,1",3
2055,"CHDM,108,交簡,758,20190430,1",1
2056,"CHDM,108,交簡,765,20190430,1",1
2057,"CHDM,108,交簡,780,20190430,1",4
2058,"CHDM,108,交簡,789,20190430,1",1
2059,"CHDM,108,交簡,792,20190430,1",1
2060,"CHDM,108,交簡,819,20190430,1",0
2061,"CPEM,108,竹北交簡,52,20190430,1",3
2062,"CTDM,108,交簡,1004,20190430,1",1
2063,"CTDM,108,交簡,101,20190429,1",6
2064,"CTDM,108,交簡,1014,20190430,1",0
2065,"CTDM,108,交簡,1024,20190430,1",4
2066,"CTDM,108,交簡,1027,20190430,1",1
2067,"CTDM,108,交簡,1056,20190430,1",1
2068,"CTDM,108,交簡,128,20190429,1",4
2069,"CTDM,108,交簡,279,20190411,1",3
2070,"CTDM,108,交簡,349,20190415,1",4
2071,"CTDM,108,交簡,480,20190430,1",0
2072,"CTDM,108,交簡,675,20190402,1",1
2073,"CTDM,108,交簡,710,20190412,1",1
2074,"CTDM,108,交簡,718,20190429,1",3
2075,"CTDM,108,交簡,738,20190417,1",0
2076,"CTDM,108,交簡,739,20190408,1",1
2077,"CTDM,108,交簡,752,20190409,1",1
2078,"CTDM,108,交簡,756,20190409,1",1
2079,"CTDM,108,交簡,759,20190408,1",1
2080,"CTDM,108,交簡,768,20190410,1",0
2081,"CTDM,108,交簡,796,20190419,1",1
2082,"CTDM,108,交簡,798,20190412,1",1
2083,"CTDM,108,交簡,800,20190408,1",0
2084,"CTDM,108,交簡,802,20190408,1",1
2085,"CTDM,108,交簡,806,20190419,1",1
2086,"CTDM,108,交簡,807,20190411,1",1
2087,"CTDM,108,交簡,814,20190422,1",1
2088,"CTDM,108,交簡,819,20190422,1",1
2089,"CTDM,108,交簡,833,20190423,1",1
2090,"CTDM,108,交簡,834,20190412,1",1
2091,"CTDM,108,交簡,836,20190416,1",0
2092,"CTDM,108,交簡,837,20190410,1",3
2093,"CTDM,108,交簡,839,20190412,1",1
2094,"CTDM,108,交簡,843,20190417,1",1
2095,"CTDM,108,交簡,849,20190410,1",0
2096,"CTDM,108,交簡,854,20190423,1",2
2097,"CTDM,108,交簡,858,20190425,1",0
2098,"CTDM,108,交簡,859,20190410,1",1
2099,"CTDM,108,交簡,871,20190429,1",0
2100,"CTDM,108,交簡,874,20190426,1",0
2101,"CTDM,108,交簡,877,20190417,1",0
2102,"CTDM,108,交簡,879,20190429,1",3
2103,"CTDM,108,交簡,882,20190425,1",0
2104,"CTDM,108,交簡,890,20190417,1",3
2105,"CTDM,108,交簡,897,20190422,1",0
2106,"CTDM,108,交簡,904,20190423,1",1
2107,"CTDM,108,交簡,907,20190430,1",3
2108,"CTDM,108,交簡,911,20190429,1",1
2109,"CTDM,108,交簡,914,20190429,1",1
2110,"CTDM,108,交簡,918,20190429,1",2
2111,"CTDM,108,交簡,923,20190422,1",1
2112,"CTDM,108,交簡,925,20190424,1",3
2113,"CTDM,108,交簡,929,20190426,1",0
2114,"CTDM,108,交簡,933,20190429,1",1
2115,"CTDM,108,交簡,939,20190423,1",2
2116,"CTDM,108,交簡,944,20190423,1",2
2117,"CTDM,108,交簡,969,20190430,1",3
2118,"CTDM,108,交簡,979,20190429,1",2
2119,"CTDM,108,交簡,987,20190429,1",2
2120,"CTDM,108,交簡,996,20190430,1",1
2121,"CYDM,108,嘉交簡,413,20190424,1",2
2122,"CYDM,108,嘉交簡,415,20190425,1",2
2123,"CYDM,108,嘉交簡,420,20190430,1",1
2124,"CYDM,108,嘉交簡,423,20190429,1",2
2125,"CYDM,108,嘉交簡,425,20190429,1",4
2126,"CYDM,108,嘉交簡,455,20190415,1",1
2127,"CYDM,108,嘉交簡,464,20190430,1",5
2128,"CYDM,108,嘉交簡,472,20190416,1",1
2129,"CYDM,108,嘉交簡,476,20190425,1",3
2130,"CYDM,108,嘉交簡,487,20190419,1",2
2131,"CYDM,108,嘉交簡,488,20190425,1",0
2132,"CYDM,108,嘉交簡,502,20190430,1",1
2133,"CYDM,108,嘉交簡,509,20190429,1",4
2134,"CYDM,108,嘉交簡,510,20190429,1",1
2135,"CYDM,108,嘉交簡,513,20190426,1",2
2136,"CYDM,108,嘉交簡,528,20190430,1",3
2137,"CYDM,108,嘉交簡,529,20190426,1",2
2138,"CYDM,108,嘉交簡,534,20190430,1",1
2139,"CYDM,108,嘉交簡,538,20190430,1",1
2140,"CYDM,108,嘉交簡,540,20190430,1",2
2141,"CYDM,108,嘉交簡,548,20190429,1",1
2142,"CYDM,108,嘉交簡,556,20190430,1",2
2143,"CYDM,108,嘉交簡,560,20190430,1",1
2144,"CYDM,108,嘉交簡,562,20190430,1",5
2145,"CYDM,108,朴交簡,185,20190430,1",1
2146,"CYDM,108,朴交簡,188,20190424,1",1
2147,"CYDM,108,朴交簡,194,20190412,1",1
2148,"CYDM,108,朴交簡,195,20190415,1",1
2149,"CYDM,108,朴交簡,200,20190426,1",1
2150,"CYDM,108,朴交簡,201,20190415,1",1
2151,"CYDM,108,朴交簡,207,20190430,1",1
2152,"CYDM,108,朴交簡,249,20190429,1",1
2153,"CYDM,108,朴交簡,251,20190430,1",1
2154,"CYDM,108,朴交簡,252,20190429,1",0
2155,"FYEM,108,豐交簡,257,20190401,1",2
2156,"FYEM,108,豐交簡,258,20190412,1",1
2157,"FYEM,108,豐交簡,260,20190401,1",1
2158,"FYEM,108,豐交簡,266,20190411,1",2
2159,"FYEM,108,豐交簡,269,20190401,1",1
2160,"FYEM,108,豐交簡,272,20190401,1",2
2161,"FYEM,108,豐交簡,281,20190412,1",3
2162,"FYEM,108,豐交簡,298,20190411,1",1
2163,"FYEM,108,豐交簡,310,20190415,1",2
2164,"FYEM,108,豐交簡,319,20190423,1",2
2165,"FYEM,108,豐交簡,320,20190415,1",3
2166,"FYEM,108,豐交簡,330,20190426,1",2
2167,"FYEM,108,豐交簡,331,20190426,1",2
2168,"FYEM,108,豐交簡,332,20190426,1",2
2169,"HLDM,108,花交簡,134,20190408,1",1
2170,"ILDM,108,交簡,179,20190409,1",1
2171,"ILDM,108,交簡,191,20190415,1",2
2172,"ILDM,108,交簡,237,20190417,1",0
2173,"ILDM,108,交簡,241,20190429,1",1
2174,"ILDM,108,交簡,261,20190415,1",0
2175,"ILDM,108,交簡,262,20190415,1",0
2176,"ILDM,108,交簡,278,20190422,1",1
2177,"ILDM,108,交簡,284,20190418,1",1
2178,"ILDM,108,交簡,294,20190422,1",1
2179,"ILDM,108,交簡,297,20190422,1",1
2180,"KLDM,108,基交簡,179,20190403,1",2
2181,"KLDM,108,基交簡,180,20190409,1",1
2182,"KLDM,108,基交簡,181,20190416,1",2
2183,"KLDM,108,基交簡,183,20190415,1",2
2184,"KLDM,108,基交簡,184,20190422,1",0
2185,"KLDM,108,基交簡,185,20190412,1",2
2186,"KLDM,108,基交簡,187,20190408,1",1
2187,"KLDM,108,基交簡,189,20190411,1",1
2188,"KLDM,108,基交簡,190,20190408,1",0
2189,"KLDM,108,基交簡,192,20190412,1",2
2190,"KLDM,108,基交簡,196,20190430,1",1
2191,"KLDM,108,基交簡,197,20190410,1",0
2192,"KLDM,108,基交簡,198,20190410,1",1
2193,"KLDM,108,基交簡,199,20190421,1",3
2194,"KLDM,108,基交簡,201,20190410,1",2
2195,"KLDM,108,基交簡,202,20190423,1",1
2196,"KLDM,108,基交簡,203,20190415,1",1
2197,"KLDM,108,基交簡,204,20190411,1",1
2198,"KLDM,108,基交簡,206,20190415,1",1
2199,"KLDM,108,基交簡,208,20190411,1",0
2200,"KLDM,108,基交簡,209,20190418,1",1
2201,"KLDM,108,基交簡,211,20190426,1",1
2202,"KLDM,108,基交簡,219,20190423,1",1
2203,"KLDM,108,基交簡,225,20190423,1",1
2204,"KLDM,108,基交簡,226,20190423,1",0
2205,"KLDM,108,基交簡,227,20190423,1",1
2206,"KLDM,108,基交簡,230,20190424,1",1
2207,"KLDM,108,基交簡,232,20190425,1",1
2208,"KMEM,108,城交簡,44,20190430,1",1
2209,"KSDM,107,交簡,3258,20190426,1",1
2210,"KSDM,107,交簡,3644,20190417,1",1
2211,"KSDM,108,交簡,1004,20190423,1",1
2212,"KSDM,108,交簡,1006,20190426,1",0
2213,"KSDM,108,交簡,1012,20190410,1",2
2214,"KSDM,108,交簡,1014,20190410,1",1
2215,"KSDM,108,交簡,1016,20190416,1",1
2216,"KSDM,108,交簡,1017,20190425,1",2
2217,"KSDM,108,交簡,1022,20190424,1",0
2218,"KSDM,108,交簡,1023,20190416,1",1
2219,"KSDM,108,交簡,1025,20190419,1",2
2220,"KSDM,108,交簡,1026,20190410,1",1
2221,"KSDM,108,交簡,1029,20190418,1",0
2222,"KSDM,108,交簡,1033,20190416,1",1
2223,"KSDM,108,交簡,1035,20190424,1",2
2224,"KSDM,108,交簡,1044,20190415,1",2
2225,"KSDM,108,交簡,1045,20190426,1",1
2226,"KSDM,108,交簡,1048,20190430,1",1
2227,"KSDM,108,交簡,1050,20190425,1",1
2228,"KSDM,108,交簡,1051,20190419,1",3
2229,"KSDM,108,交簡,1055,20190424,1",1
2230,"KSDM,108,交簡,1056,20190429,1",1
2231,"KSDM,108,交簡,1059,20190426,1",1
2232,"KSDM,108,交簡,1067,20190422,1",2
2233,"KSDM,108,交簡,1068,20190416,1",1
2234,"KSDM,108,交簡,1070,20190426,1",3
2235,"KSDM,108,交簡,1077,20190430,1",1
2236,"KSDM,108,交簡,1080,20190430,1",1
2237,"KSDM,108,交簡,1081,20190430,1",1
2238,"KSDM,108,交簡,1084,20190418,1",1
2239,"KSDM,108,交簡,1086,20190425,1",1
2240,"KSDM,108,交簡,1089,20190416,1",1
2241,"KSDM,108,交簡,1098,20190422,1",1
2242,"KSDM,108,交簡,1099,20190418,1",1
2243,"KSDM,108,交簡,1100,20190430,1",1
2244,"KSDM,108,交簡,1103,20190426,1",1
2245,"KSDM,108,交簡,1104,20190422,1",3
2246,"KSDM,108,交簡,1105,20190422,1",0
2247,"KSDM,108,交簡,1106,20190418,1",2
2248,"KSDM,108,交簡,1110,20190430,1",1
2249,"KSDM,108,交簡,1112,20190430,1",1
2250,"KSDM,108,交簡,1117,20190429,1",2
2251,"KSDM,108,交簡,1125,20190417,1",1
2252,"KSDM,108,交簡,1130,20190417,1",0
2253,"KSDM,108,交簡,1131,20190422,1",0
2254,"KSDM,108,交簡,1146,20190423,1",0
2255,"KSDM,108,交簡,1155,20190426,1",1
2256,"KSDM,108,交簡,1167,20190424,1",0
2257,"KSDM,108,交簡,1168,20190429,1",0
2258,"KSDM,108,交簡,1172,20190424,1",1
2259,"KSDM,108,交簡,1179,20190430,1",2
2260,"KSDM,108,交簡,1183,20190429,1",4
2261,"KSDM,108,交簡,1193,20190426,1",0
2262,"KSDM,108,交簡,1234,20190430,1",1
2263,"KSDM,108,交簡,213,20190412,1",1
2264,"KSDM,108,交簡,364,20190408,1",0
2265,"KSDM,108,交簡,390,20190412,1",2
2266,"KSDM,108,交簡,474,20190419,1",2
2267,"KSDM,108,交簡,596,20190423,1",1
2268,"KSDM,108,交簡,598,20190423,1",1
2269,"KSDM,108,交簡,617,20190408,1",1
2270,"KSDM,108,交簡,629,20190423,1",1
2271,"KSDM,108,交簡,634,20190423,1",2
2272,"KSDM,108,交簡,635,20190416,1",3
2273,"KSDM,108,交簡,637,20190426,1",5
2274,"KSDM,108,交簡,648,20190423,1",2
2275,"KSDM,108,交簡,656,20190422,1",2
2276,"KSDM,108,交簡,663,20190411,1",2
2277,"KSDM,108,交簡,664,20190423,1",1
2278,"KSDM,108,交簡,668,20190423,1",3
2279,"KSDM,108,交簡,675,20190409,1",1
2280,"KSDM,108,交簡,676,20190415,1",2
2281,"KSDM,108,交簡,683,20190409,1",2
2282,"KSDM,108,交簡,692,20190422,1",1
2283,"KSDM,108,交簡,695,20190422,1",3
2284,"KSDM,108,交簡,697,20190408,1",0
2285,"KSDM,108,交簡,702,20190422,1",0
2286,"KSDM,108,交簡,703,20190422,1",5
2287,"KSDM,108,交簡,713,20190408,1",0
2288,"KSDM,108,交簡,714,20190417,1",0
2289,"KSDM,108,交簡,716,20190415,1",3
2290,"KSDM,108,交簡,719,20190415,1",2
2291,"KSDM,108,交簡,722,20190408,1",0
2292,"KSDM,108,交簡,723,20190409,1",1
2293,"KSDM,108,交簡,733,20190409,1",0
2294,"KSDM,108,交簡,734,20190422,1",5
2295,"KSDM,108,交簡,735,20190409,1",0
2296,"KSDM,108,交簡,736,20190423,1",0
2297,"KSDM,108,交簡,737,20190408,1",0
2298,"KSDM,108,交簡,738,20190409,1",0
2299,"KSDM,108,交簡,739,20190422,1",3
2300,"KSDM,108,交簡,740,20190422,1",1
2301,"KSDM,108,交簡,745,20190409,1",1
2302,"KSDM,108,交簡,750,20190422,1",1
2303,"KSDM,108,交簡,752,20190409,1",1
2304,"KSDM,108,交簡,753,20190410,1",1
2305,"KSDM,108,交簡,755,20190422,1",2
2306,"KSDM,108,交簡,759,20190409,1",0
2307,"KSDM,108,交簡,765,20190422,1",3
2308,"KSDM,108,交簡,774,20190412,1",1
2309,"KSDM,108,交簡,776,20190408,1",1
2310,"KSDM,108,交簡,777,20190423,1",2
2311,"KSDM,108,交簡,779,20190415,1",1
2312,"KSDM,108,交簡,781,20190418,1",2
2313,"KSDM,108,交簡,783,20190422,1",0
2314,"KSDM,108,交簡,790,20190422,1",1
2315,"KSDM,108,交簡,791,20190415,1",1
2316,"KSDM,108,交簡,792,20190415,1",1
2317,"KSDM,108,交簡,800,20190417,1",3
2318,"KSDM,108,交簡,806,20190422,1",2
2319,"KSDM,108,交簡,807,20190408,1",2
2320,"KSDM,108,交簡,808,20190411,1",1
2321,"KSDM,108,交簡,809,20190417,1",3
2322,"KSDM,108,交簡,814,20190417,1",1
2323,"KSDM,108,交簡,815,20190422,1",2
2324,"KSDM,108,交簡,816,20190408,1",1
2325,"KSDM,108,交簡,823,20190408,1",1
2326,"KSDM,108,交簡,824,20190417,1",3
2327,"KSDM,108,交簡,825,20190423,1",0
